Averaging and calculating the power spectrum...
px[210] = 0.003453; pe[210] = 0.000051
px[211] = 0.003364; pe[211] = 0.000070
px[212] = 0.003314; pe[212] = 0.000090
px[213] = 0.003498; pe[213] = 0.000055
px[214] = 0.003586; pe[214] = 0.000075
px[215] = 0.003341; pe[215] = 0.000079
px[216] = 0.003553; pe[216] = 0.000083
px[217] = 0.003500; pe[217] = 0.000099
px[218] = 0.003452; pe[218] = 0.000081
px[219] = 0.003255; pe[219] = 0.000072
px[220] = 0.003252; pe[220] = 0.000076
px[221] = 0.003207; pe[221] = 0.000077
px[222] = 0.003277; pe[222] = 0.000070
px[223] = 0.003120; pe[223] = 0.000074
px[224] = 0.003160; pe[224] = 0.000063
px[225] = 0.003047; pe[225] = 0.000083
px[226] = 0.003295; pe[226] = 0.000103
px[227] = 0.003455; pe[227] = 0.000072
px[228] = 0.003290; pe[228] = 0.000048
px[229] = 0.003112; pe[229] = 0.000058
px[230] = 0.003097; pe[230] = 0.000073
px[231] = 0.003100; pe[231] = 0.000049
px[232] = 0.003017; pe[232] = 0.000068
px[233] = 0.003216; pe[233] = 0.000061
px[234] = 0.003115; pe[234] = 0.000087
px[235] = 0.003054; pe[235] = 0.000079
px[236] = 0.002985; pe[236] = 0.000066
px[237] = 0.003058; pe[237] = 0.000060
px[238] = 0.003075; pe[238] = 0.000071
px[239] = 0.003179; pe[239] = 0.000101
px[240] = 0.003166; pe[240] = 0.000093
px[241] = 0.002940; pe[241] = 0.000057
px[242] = 0.002974; pe[242] = 0.000061
px[243] = 0.002935; pe[243] = 0.000072
px[244] = 0.002870; pe[244] = 0.000074
px[245] = 0.002987; pe[245] = 0.000067
px[246] = 0.003047; pe[246] = 0.000048
px[247] = 0.002919; pe[247] = 0.000035
px[248] = 0.003092; pe[248] = 0.000063
px[249] = 0.003111; pe[249] = 0.000075
px[250] = 0.003072; pe[250] = 0.000070
px[251] = 0.003016; pe[251] = 0.000064
px[252] = 0.003068; pe[252] = 0.000102
px[253] = 0.002924; pe[253] = 0.000103
px[254] = 0.003077; pe[254] = 0.000106
px[255] = 0.002808; pe[255] = 0.000053
px[256] = 0.006220; pe[256] = 0.000148

px[0] = 2.331531; pe[0] = 0.061102
px[1] = 4.522316; pe[1] = 0.105748
px[2] = 4.605094; pe[2] = 0.132201
px[3] = 4.737213; pe[3] = 0.140145
px[4] = 4.999343; pe[4] = 0.117839
px[5] = 5.151821; pe[5] = 0.085591
px[6] = 5.384985; pe[6] = 0.091617
px[7] = 5.963934; pe[7] = 0.170394
px[8] = 5.962602; pe[8] = 0.122681
px[9] = 6.077769; pe[9] = 0.148783
px[10] = 6.661571; pe[10] = 0.145126
px[11] = 7.001708; pe[11] = 0.146288
px[12] = 7.631145; pe[12] = 0.136049
px[13] = 8.783103; pe[13] = 0.131699
px[14] = 9.679070; pe[14] = 0.167635
px[15] = 11.240703; pe[15] = 0.225791
px[16] = 12.829928; pe[16] = 0.290755
px[17] = 15.313546; pe[17] = 0.350456
px[18] = 18.016024; pe[18] = 0.371718
px[19] = 22.780064; pe[19] = 0.441692
px[20] = 29.295166; pe[20] = 0.438153
px[21] = 40.577061; pe[21] = 1.254316
px[22] = 57.807301; pe[22] = 1.823084
px[23] = 86.964157; pe[23] = 2.499393
px[24] = 160.171875; pe[24] = 2.521268
px[25] = 264.562592; pe[25] = 3.453180
px[26] = 266.156647; pe[26] = 3.780626
px[27] = 166.756485; pe[27] = 4.526429
px[28] = 90.611290; pe[28] = 2.405963
px[29] = 52.867546; pe[29] = 1.277502
px[30] = 31.215975; pe[30] = 0.693097
px[31] = 22.084688; pe[31] = 0.609909
px[32] = 14.672991; pe[32] = 0.401434
px[33] = 11.249444; pe[33] = 0.173571
px[34] = 8.775287; pe[34] = 0.139831
px[35] = 6.308879; pe[35] = 0.154242
px[36] = 5.108083; pe[36] = 0.121828
px[37] = 4.117560; pe[37] = 0.087173
px[38] = 3.241273; pe[38] = 0.075960
px[39] = 2.798797; pe[39] = 0.078661
px[40] = 2.397877; pe[40] = 0.065694
px[41] = 1.922327; pe[41] = 0.047977
px[42] = 1.679829; pe[42] = 0.025922
px[43] = 1.529151; pe[43] = 0.033315
px[44] = 1.390990; pe[44] = 0.033315
px[45] = 1.219208; pe[45] = 0.029494
px[46] = 1.046525; pe[46] = 0.018308
px[47] = 0.935373; pe[47] = 0.023880
px[48] = 0.780075; pe[48] = 0.016209
px[49] = 0.680907; pe[49] = 0.017432
px[50] = 0.648464; pe[50] = 0.015179
px[51] = 0.591057; pe[51] = 0.012083
px[52] = 0.523259; pe[52] = 0.012589
px[53] = 0.488714; pe[53] = 0.009949
px[54] = 0.453450; pe[54] = 0.005711
px[55] = 0.383955; pe[55] = 0.009889
px[56] = 0.358578; pe[56] = 0.009960
px[57] = 0.342702; pe[57] = 0.008573
px[58] = 0.314658; pe[58] = 0.007380
px[59] = 0.273772; pe[59] = 0.005409
px[60] = 0.264549; pe[60] = 0.006006
px[61] = 0.239643; pe[61] = 0.005274
px[62] = 0.230110; pe[62] = 0.004567
px[63] = 0.227168; pe[63] = 0.006606
px[64] = 0.198478; pe[64] = 0.004305
px[65] = 0.183187; pe[65] = 0.004106
px[66] = 0.165293; pe[66] = 0.003622
px[67] = 0.152486; pe[67] = 0.003353
px[68] = 0.148185; pe[68] = 0.002474
px[69] = 0.139363; pe[69] = 0.002926
px[70] = 0.131288; pe[70] = 0.003191
px[71] = 0.119846; pe[71] = 0.003276
px[72] = 0.109928; pe[72] = 0.002310
px[73] = 0.105947; pe[73] = 0.002970
px[74] = 0.101974; pe[74] = 0.001360
px[75] = 0.093670; pe[75] = 0.002616
px[76] = 0.091738; pe[76] = 0.002197
px[77] = 0.088464; pe[77] = 0.001665
px[78] = 0.079365; pe[78] = 0.001479
px[79] = 0.080597; pe[79] = 0.001490
px[80] = 0.078135; pe[80] = 0.001470
px[81] = 0.074673; pe[81] = 0.001375
px[82] = 0.068122; pe[82] = 0.001340
px[83] = 0.063559; pe[83] = 0.001382
px[84] = 0.060797; pe[84] = 0.001495
px[85] = 0.057427; pe[85] = 0.001640
px[86] = 0.054831; pe[86] = 0.001422
px[87] = 0.050964; pe[87] = 0.000953
px[88] = 0.049834; pe[88] = 0.001130
px[89] = 0.047691; pe[89] = 0.001463
px[90] = 0.045517; pe[90] = 0.001147
px[91] = 0.042254; pe[91] = 0.000925
px[92] = 0.039840; pe[92] = 0.000514
px[93] = 0.039683; pe[93] = 0.000759
px[94] = 0.037316; pe[94] = 0.000729
px[95] = 0.037750; pe[95] = 0.000711
px[96] = 0.035371; pe[96] = 0.000828
px[97] = 0.034283; pe[97] = 0.000695
px[98] = 0.032795; pe[98] = 0.000667
px[99] = 0.031933; pe[99] = 0.000613
px[100] = 0.030327; pe[100] = 0.000539
px[101] = 0.027767; pe[101] = 0.000686
px[102] = 0.027260; pe[102] = 0.000678
px[103] = 0.026912; pe[103] = 0.000835
px[104] = 0.026056; pe[104] = 0.000767
px[105] = 0.026527; pe[105] = 0.000612
px[106] = 0.025446; pe[106] = 0.000492
px[107] = 0.023864; pe[107] = 0.000591
px[108] = 0.022211; pe[108] = 0.000793
px[109] = 0.020916; pe[109] = 0.000382
px[110] = 0.020688; pe[110] = 0.000379
px[111] = 0.020528; pe[111] = 0.000392
px[112] = 0.020424; pe[112] = 0.000306
px[113] = 0.019283; pe[113] = 0.000325
px[114] = 0.019444; pe[114] = 0.000362
px[115] = 0.018447; pe[115] = 0.000369
px[116] = 0.017633; pe[116] = 0.000413
px[117] = 0.017016; pe[117] = 0.000458
px[118] = 0.017039; pe[118] = 0.000435
px[119] = 0.018022; pe[119] = 0.000298
px[120] = 0.016052; pe[120] = 0.000252
px[121] = 0.015042; pe[121] = 0.000303
px[122] = 0.015044; pe[122] = 0.000310
px[123] = 0.014596; pe[123] = 0.000369
px[124] = 0.014352; pe[124] = 0.000258
px[125] = 0.012773; pe[125] = 0.000229
px[126] = 0.012527; pe[126] = 0.000328
px[127] = 0.012669; pe[127] = 0.000388
px[128] = 0.012951; pe[128] = 0.000245
px[129] = 0.012515; pe[129] = 0.000302
px[130] = 0.012226; pe[130] = 0.000270
px[131] = 0.011915; pe[131] = 0.000241
px[132] = 0.011994; pe[132] = 0.000232
px[133] = 0.011969; pe[133] = 0.000251
px[134] = 0.011637; pe[134] = 0.000276
px[135] = 0.010923; pe[135] = 0.000284
px[136] = 0.010598; pe[136] = 0.000302
px[137] = 0.010183; pe[137] = 0.000194
px[138] = 0.009923; pe[138] = 0.000213
px[139] = 0.009591; pe[139] = 0.000166
px[140] = 0.009056; pe[140] = 0.000178
px[141] = 0.009549; pe[141] = 0.000258
px[142] = 0.009025; pe[142] = 0.000178
px[143] = 0.008763; pe[143] = 0.000241
px[144] = 0.008429; pe[144] = 0.000205
px[145] = 0.008724; pe[145] = 0.000162
px[146] = 0.008153; pe[146] = 0.000121
px[147] = 0.007580; pe[147] = 0.000102
px[148] = 0.007629; pe[148] = 0.000121
px[149] = 0.007643; pe[149] = 0.000133
px[150] = 0.007030; pe[150] = 0.000113
px[151] = 0.007327; pe[151] = 0.000164
px[152] = 0.007916; pe[152] = 0.000158
px[153] = 0.007099; pe[153] = 0.000098
px[154] = 0.006735; pe[154] = 0.000139
px[155] = 0.006930; pe[155] = 0.000224
px[156] = 0.006703; pe[156] = 0.000198
px[157] = 0.006831; pe[157] = 0.000146
px[158] = 0.006862; pe[158] = 0.000131
px[159] = 0.006803; pe[159] = 0.000204
px[160] = 0.006542; pe[160] = 0.000194
px[161] = 0.006137; pe[161] = 0.000119
px[162] = 0.005971; pe[162] = 0.000110
px[163] = 0.006266; pe[163] = 0.000099
px[164] = 0.006142; pe[164] = 0.000142
px[165] = 0.005347; pe[165] = 0.000123
px[166] = 0.005748; pe[166] = 0.000207
px[167] = 0.005832; pe[167] = 0.000150
px[168] = 0.005870; pe[168] = 0.000115
px[169] = 0.005557; pe[169] = 0.000107
px[170] = 0.005401; pe[170] = 0.000080
px[171] = 0.005321; pe[171] = 0.000096
px[172] = 0.005210; pe[172] = 0.000067
px[173] = 0.004939; pe[173] = 0.000061
px[174] = 0.004940; pe[174] = 0.000084
px[175] = 0.005373; pe[175] = 0.000086
px[176] = 0.004998; pe[176] = 0.000125
px[177] = 0.004684; pe[177] = 0.000103
px[178] = 0.005130; pe[178] = 0.000167
px[179] = 0.004796; pe[179] = 0.000154
px[180] = 0.004578; pe[180] = 0.000100
px[181] = 0.004599; pe[181] = 0.000109
px[182] = 0.004563; pe[182] = 0.000076
px[183] = 0.004436; pe[183] = 0.000094
px[184] = 0.004409; pe[184] = 0.000147
px[185] = 0.004400; pe[185] = 0.000108
px[186] = 0.004355; pe[186] = 0.000086
px[187] = 0.004232; pe[187] = 0.000089
px[188] = 0.004302; pe[188] = 0.000112
px[189] = 0.004475; pe[189] = 0.000079
px[190] = 0.004311; pe[190] = 0.000079
px[191] = 0.004192; pe[191] = 0.000089
px[192] = 0.004151; pe[192] = 0.000084
px[193] = 0.004067; pe[193] = 0.000082
px[194] = 0.003910; pe[194] = 0.000084
px[195] = 0.003864; pe[195] = 0.000115
px[196] = 0.004027; pe[196] = 0.000130
px[197] = 0.003936; pe[197] = 0.000092
px[198] = 0.004004; pe[198] = 0.000119
px[199] = 0.003852; pe[199] = 0.000088
px[200] = 0.003809; pe[200] = 0.000073
px[201] = 0.003730; pe[201] = 0.000064
px[202] = 0.003851; pe[202] = 0.000082
px[203] = 0.003884; pe[203] = 0.000124
px[204] = 0.003878; pe[204] = 0.000109
px[205] = 0.003598; pe[205] = 0.000091
px[206] = 0.003569; pe[206] = 0.000087
px[207] = 0.003667; pe[207] = 0.000086
px[208] = 0.003711; pe[208] = 0.000080
px[209] = 0.003574; pe[209] = 0.000082
px[210] = 0.003562; pe[210] = 0.000109
px[211] = 0.003417; pe[211] = 0.000054
px[212] = 0.003364; pe[212] = 0.000050
px[213] = 0.003636; pe[213] = 0.000138
px[214] = 0.003710; pe[214] = 0.000123
px[215] = 0.003445; pe[215] = 0.000103
px[216] = 0.003632; pe[216] = 0.000079
px[217] = 0.003591; pe[217] = 0.000091
px[218] = 0.003515; pe[218] = 0.000064
px[219] = 0.003323; pe[219] = 0.000068
px[220] = 0.003379; pe[220] = 0.000127
px[221] = 0.003331; pe[221] = 0.000123
px[222] = 0.003360; pe[222] = 0.000083
px[223] = 0.003183; pe[223] = 0.000064
px[224] = 0.003230; pe[224] = 0.000070
px[225] = 0.003120; pe[225] = 0.000073
px[226] = 0.003373; pe[226] = 0.000079
px[227] = 0.003521; pe[227] = 0.000066
px[228] = 0.003362; pe[228] = 0.000072
px[229] = 0.003193; pe[229] = 0.000081
px[230] = 0.003165; pe[230] = 0.000069
px[231] = 0.003154; pe[231] = 0.000054
px[232] = 0.003059; pe[232] = 0.000043
px[233] = 0.003283; pe[233] = 0.000067
px[234] = 0.003183; pe[234] = 0.000068
px[235] = 0.003128; pe[235] = 0.000074
px[236] = 0.003068; pe[236] = 0.000083
px[237] = 0.003147; pe[237] = 0.000089
px[238] = 0.003143; pe[238] = 0.000067
px[239] = 0.003229; pe[239] = 0.000050
px[240] = 0.003210; pe[240] = 0.000044
px[241] = 0.002986; pe[241] = 0.000045
px[242] = 0.003049; pe[242] = 0.000075
px[243] = 0.003025; pe[243] = 0.000090
px[244] = 0.002946; pe[244] = 0.000076
px[245] = 0.003048; pe[245] = 0.000062
px[246] = 0.003119; pe[246] = 0.000072
px[247] = 0.002978; pe[247] = 0.000059
px[248] = 0.003131; pe[248] = 0.000039
px[249] = 0.003153; pe[249] = 0.000042
px[250] = 0.003129; pe[250] = 0.000058
px[251] = 0.003099; pe[251] = 0.000083
px[252] = 0.003137; pe[252] = 0.000069
px[253] = 0.002990; pe[253] = 0.000066
px[254] = 0.003169; pe[254] = 0.000092
px[255] = 0.002897; pe[255] = 0.000089
px[256] = 0.006333; pe[256] = 0.000114

px[0] = 2.383138; pe[0] = 0.051607
px[1] = 4.644851; pe[1] = 0.122534
px[2] = 4.735103; pe[2] = 0.130008
px[3] = 4.848197; pe[3] = 0.110985
px[4] = 5.090340; pe[4] = 0.090997
px[5] = 5.233552; pe[5] = 0.081730
px[6] = 5.481517; pe[6] = 0.096532
px[7] = 6.066209; pe[7] = 0.102275
px[8] = 6.171885; pe[8] = 0.209284
px[9] = 6.236047; pe[9] = 0.158278
px[10] = 6.837641; pe[10] = 0.176070
px[11] = 7.149534; pe[11] = 0.147827
px[12] = 7.755341; pe[12] = 0.124195
px[13] = 8.940133; pe[13] = 0.157030
px[14] = 9.892868; pe[14] = 0.213799
px[15] = 11.505264; pe[15] = 0.264562
px[16] = 13.212780; pe[16] = 0.382852
px[17] = 15.667122; pe[17] = 0.353576
px[18] = 18.262609; pe[18] = 0.246586
px[19] = 23.136995; pe[19] = 0.356932
px[20] = 29.875544; pe[20] = 0.580378
px[21] = 41.533279; pe[21] = 0.956219
px[22] = 59.722370; pe[22] = 1.915068
px[23] = 89.201126; pe[23] = 2.236966
px[24] = 163.961853; pe[24] = 3.789972
px[25] = 271.933655; pe[25] = 7.371069
px[26] = 274.383881; pe[26] = 8.227244
px[27] = 171.403915; pe[27] = 4.647430
px[28] = 92.438057; pe[28] = 1.826766
px[29] = 53.787918; pe[29] = 0.920371
px[30] = 31.695864; pe[30] = 0.479888
px[31] = 22.563507; pe[31] = 0.478819
px[32] = 15.120704; pe[32] = 0.447713
px[33] = 11.513120; pe[33] = 0.263675
px[34] = 8.940196; pe[34] = 0.164910
px[35] = 6.445066; pe[35] = 0.136188
px[36] = 5.216283; pe[36] = 0.108200
px[37] = 4.235069; pe[37] = 0.117509
px[38] = 3.311474; pe[38] = 0.070201
px[39] = 2.870901; pe[39] = 0.072104
px[40] = 2.445082; pe[40] = 0.047206
px[41] = 1.956707; pe[41] = 0.034380
px[42] = 1.719787; pe[42] = 0.039959
px[43] = 1.568049; pe[43] = 0.038898
px[44] = 1.420131; pe[44] = 0.029141
px[45] = 1.257438; pe[45] = 0.038230
px[46] = 1.075986; pe[46] = 0.029461
px[47] = 0.957087; pe[47] = 0.021714
px[48] = 0.801785; pe[48] = 0.021711
px[49] = 0.697367; pe[49] = 0.016460
px[50] = 0.662366; pe[50] = 0.013902
px[51] = 0.606170; pe[51] = 0.015112
px[52] = 0.534125; pe[52] = 0.010866
px[53] = 0.495272; pe[53] = 0.006557
px[54] = 0.459308; pe[54] = 0.005858
px[55] = 0.389908; pe[55] = 0.005953
px[56] = 0.367170; pe[56] = 0.008592
px[57] = 0.350559; pe[57] = 0.007858
px[58] = 0.319731; pe[58] = 0.005074
px[59] = 0.278185; pe[59] = 0.004412
px[60] = 0.271339; pe[60] = 0.006790
px[61] = 0.244603; pe[61] = 0.004959
px[62] = 0.237039; pe[62] = 0.006929
px[63] = 0.231614; pe[63] = 0.004445
px[64] = 0.201707; pe[64] = 0.003229
px[65] = 0.186325; pe[65] = 0.003138
px[66] = 0.170162; pe[66] = 0.004869
px[67] = 0.155819; pe[67] = 0.003333
px[68] = 0.150443; pe[68] = 0.002258
px[69] = 0.141941; pe[69] = 0.002578
px[70] = 0.133911; pe[70] = 0.002623
px[71] = 0.121928; pe[71] = 0.002083
px[72] = 0.111572; pe[72] = 0.001644
px[73] = 0.108642; pe[73] = 0.002695
px[74] = 0.104097; pe[74] = 0.002123
px[75] = 0.095322; pe[75] = 0.001652
px[76] = 0.093596; pe[76] = 0.001858
px[77] = 0.090405; pe[77] = 0.001941
px[78] = 0.081442; pe[78] = 0.002077
px[79] = 0.082772; pe[79] = 0.002175
px[80] = 0.079962; pe[80] = 0.001827
px[81] = 0.076762; pe[81] = 0.002089
px[82] = 0.069779; pe[82] = 0.001657
px[83] = 0.065039; pe[83] = 0.001480
px[84] = 0.062469; pe[84] = 0.001671
px[85] = 0.058557; pe[85] = 0.001130
px[86] = 0.056299; pe[86] = 0.001468
px[87] = 0.052537; pe[87] = 0.001573
px[88] = 0.051032; pe[88] = 0.001198
px[89] = 0.048481; pe[89] = 0.000790
px[90] = 0.046108; pe[90] = 0.000591
px[91] = 0.043236; pe[91] = 0.000982
px[92] = 0.040826; pe[92] = 0.000987
px[93] = 0.040577; pe[93] = 0.000894
px[94] = 0.038311; pe[94] = 0.000995
px[95] = 0.038481; pe[95] = 0.000731
px[96] = 0.036032; pe[96] = 0.000662
px[97] = 0.034935; pe[97] = 0.000652
px[98] = 0.033586; pe[98] = 0.000791
px[99] = 0.032645; pe[99] = 0.000712
px[100] = 0.030850; pe[100] = 0.000523
px[101] = 0.028424; pe[101] = 0.000657
px[102] = 0.027762; pe[102] = 0.000502
px[103] = 0.027854; pe[103] = 0.000942
px[104] = 0.026736; pe[104] = 0.000680
px[105] = 0.027053; pe[105] = 0.000526
px[106] = 0.026002; pe[106] = 0.000556
px[107] = 0.024499; pe[107] = 0.000635
px[108] = 0.022686; pe[108] = 0.000474
px[109] = 0.021343; pe[109] = 0.000427
px[110] = 0.021060; pe[110] = 0.000371
px[111] = 0.020979; pe[111] = 0.000451
px[112] = 0.020924; pe[112] = 0.000501
px[113] = 0.019773; pe[113] = 0.000490
px[114] = 0.019803; pe[114] = 0.000359
px[115] = 0.018791; pe[115] = 0.000343
px[116] = 0.017925; pe[116] = 0.000291
px[117] = 0.017223; pe[117] = 0.000207
px[118] = 0.017270; pe[118] = 0.000231
px[119] = 0.018454; pe[119] = 0.000432
px[120] = 0.016433; pe[120] = 0.000381
px[121] = 0.015316; pe[121] = 0.000274
px[122] = 0.015347; pe[122] = 0.000303
px[123] = 0.014905; pe[123] = 0.000309
px[124] = 0.014771; pe[124] = 0.000419
px[125] = 0.013270; pe[125] = 0.000497
px[126] = 0.012886; pe[126] = 0.000359
px[127] = 0.012969; pe[127] = 0.000300
px[128] = 0.013252; pe[128] = 0.000301
px[129] = 0.012792; pe[129] = 0.000276
px[130] = 0.012513; pe[130] = 0.000287
px[131] = 0.012095; pe[131] = 0.000179
px[132] = 0.012235; pe[132] = 0.000241
px[133] = 0.012195; pe[133] = 0.000226
px[134] = 0.011834; pe[134] = 0.000196
px[135] = 0.011173; pe[135] = 0.000251
px[136] = 0.010852; pe[136] = 0.000254
px[137] = 0.010383; pe[137] = 0.000200
px[138] = 0.010064; pe[138] = 0.000141
px[139] = 0.009725; pe[139] = 0.000134
px[140] = 0.009291; pe[140] = 0.000235
px[141] = 0.009770; pe[141] = 0.000220
px[142] = 0.009221; pe[142] = 0.000196
px[143] = 0.009000; pe[143] = 0.000237
px[144] = 0.008612; pe[144] = 0.000183
px[145] = 0.008808; pe[145] = 0.000084
px[146] = 0.008286; pe[146] = 0.000132
px[147] = 0.007704; pe[147] = 0.000124
px[148] = 0.007764; pe[148] = 0.000135
px[149] = 0.007798; pe[149] = 0.000154
px[150] = 0.007200; pe[150] = 0.000170
px[151] = 0.007496; pe[151] = 0.000169
px[152] = 0.008055; pe[152] = 0.000138
px[153] = 0.007223; pe[153] = 0.000125
px[154] = 0.006859; pe[154] = 0.000124
px[155] = 0.007117; pe[155] = 0.000187
px[156] = 0.006890; pe[156] = 0.000187
px[157] = 0.006968; pe[157] = 0.000137
px[158] = 0.006987; pe[158] = 0.000125
px[159] = 0.006942; pe[159] = 0.000138
px[160] = 0.006631; pe[160] = 0.000090
px[161] = 0.006266; pe[161] = 0.000129
px[162] = 0.006162; pe[162] = 0.000191
px[163] = 0.006398; pe[163] = 0.000132
px[164] = 0.006244; pe[164] = 0.000102
px[165] = 0.005467; pe[165] = 0.000120
px[166] = 0.005913; pe[166] = 0.000165
px[167] = 0.005970; pe[167] = 0.000138
px[168] = 0.006017; pe[168] = 0.000147
px[169] = 0.005706; pe[169] = 0.000149
px[170] = 0.005572; pe[170] = 0.000172
px[171] = 0.005488; pe[171] = 0.000167
px[172] = 0.005347; pe[172] = 0.000137
px[173] = 0.005055; pe[173] = 0.000116
px[174] = 0.005068; pe[174] = 0.000129
px[175] = 0.005464; pe[175] = 0.000091
px[176] = 0.005101; pe[176] = 0.000103
px[177] = 0.004770; pe[177] = 0.000086
px[178] = 0.005241; pe[178] = 0.000112
px[179] = 0.004893; pe[179] = 0.000097
px[180] = 0.004656; pe[180] = 0.000078
px[181] = 0.004658; pe[181] = 0.000059
px[182] = 0.004661; pe[182] = 0.000098
px[183] = 0.004512; pe[183] = 0.000076
px[184] = 0.004505; pe[184] = 0.000096
px[185] = 0.004560; pe[185] = 0.000160
px[186] = 0.004493; pe[186] = 0.000138
px[187] = 0.004340; pe[187] = 0.000109
px[188] = 0.004373; pe[188] = 0.000072
px[189] = 0.004583; pe[189] = 0.000108
px[190] = 0.004440; pe[190] = 0.000129
px[191] = 0.004286; pe[191] = 0.000094
px[192] = 0.004242; pe[192] = 0.000091
px[193] = 0.004144; pe[193] = 0.000078
px[194] = 0.004027; pe[194] = 0.000117
px[195] = 0.004014; pe[195] = 0.000150
px[196] = 0.004174; pe[196] = 0.000146
px[197] = 0.004026; pe[197] = 0.000090
px[198] = 0.004123; pe[198] = 0.000119
px[199] = 0.003936; pe[199] = 0.000085
px[200] = 0.003878; pe[200] = 0.000069
px[201] = 0.003802; pe[201] = 0.000072
px[202] = 0.003932; pe[202] = 0.000081
px[203] = 0.003970; pe[203] = 0.000086
px[204] = 0.003961; pe[204] = 0.000082
px[205] = 0.003657; pe[205] = 0.000059
px[206] = 0.003629; pe[206] = 0.000060
px[207] = 0.003741; pe[207] = 0.000074
px[208] = 0.003784; pe[208] = 0.000073
px[209] = 0.003659; pe[209] = 0.000085
px[210] = 0.003627; pe[210] = 0.000065
px[211] = 0.003468; pe[211] = 0.000051
px[212] = 0.003443; pe[212] = 0.000079
px[213] = 0.003705; pe[213] = 0.000069
px[214] = 0.003770; pe[214] = 0.000060
px[215] = 0.003537; pe[215] = 0.000092
px[216] = 0.003715; pe[216] = 0.000083
px[217] = 0.003659; pe[217] = 0.000069
px[218] = 0.003580; pe[218] = 0.000064
px[219] = 0.003394; pe[219] = 0.000071
px[220] = 0.003472; pe[220] = 0.000093
px[221] = 0.003403; pe[221] = 0.000073
px[222] = 0.003428; pe[222] = 0.000068
px[223] = 0.003250; pe[223] = 0.000067
px[224] = 0.003307; pe[224] = 0.000077
px[225] = 0.003165; pe[225] = 0.000045
px[226] = 0.003432; pe[226] = 0.000058
px[227] = 0.003578; pe[227] = 0.000057
px[228] = 0.003417; pe[228] = 0.000055
px[229] = 0.003271; pe[229] = 0.000078
px[230] = 0.003253; pe[230] = 0.000088
px[231] = 0.003218; pe[231] = 0.000063
px[232] = 0.003134; pe[232] = 0.000074
px[233] = 0.003361; pe[233] = 0.000078
px[234] = 0.003266; pe[234] = 0.000083
px[235] = 0.003217; pe[235] = 0.000089
px[236] = 0.003127; pe[236] = 0.000059
px[237] = 0.003213; pe[237] = 0.000066
px[238] = 0.003210; pe[238] = 0.000067
px[239] = 0.003293; pe[239] = 0.000064
px[240] = 0.003288; pe[240] = 0.000078
px[241] = 0.003035; pe[241] = 0.000049
px[242] = 0.003089; pe[242] = 0.000039
px[243] = 0.003089; pe[243] = 0.000064
px[244] = 0.003011; pe[244] = 0.000066
px[245] = 0.003125; pe[245] = 0.000077
px[246] = 0.003181; pe[246] = 0.000062
px[247] = 0.003012; pe[247] = 0.000034
px[248] = 0.003186; pe[248] = 0.000055
px[249] = 0.003210; pe[249] = 0.000057
px[250] = 0.003189; pe[250] = 0.000059
px[251] = 0.003175; pe[251] = 0.000076
px[252] = 0.003213; pe[252] = 0.000076
px[253] = 0.003073; pe[253] = 0.000083
px[254] = 0.003246; pe[254] = 0.000076
px[255] = 0.002979; pe[255] = 0.000082
px[256] = 0.006440; pe[256] = 0.000107

px[0] = 2.421793; pe[0] = 0.038655
px[1] = 4.773782; pe[1] = 0.128931
px[2] = 4.868448; pe[2] = 0.133345
px[3] = 4.921266; pe[3] = 0.073069
px[4] = 5.196065; pe[4] = 0.105725
px[5] = 5.387231; pe[5] = 0.153680
px[6] = 5.620829; pe[6] = 0.139312
